event_id,session_id,packet_id,unit_id,pulse_role,onset_sample,duration_samples,end_sample_exclusive,logical_channel,channel_role,motif_id,motif_hash,motif_source_order,identity_mode,relative_event_gain,gain_source
s01_p0003_e04,1,s01_p0003,s01_p0003_u04,packet_continuation,67708,191,67899,7,support,residual_supplement_006,4d2127775486ebed85ba754b893404c7e2da74682fb7b504ed5d9af26424e82b,68,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0003_e05,1,s01_p0003,s01_p0003_u05,packet_continuation,71034,1346,72380,1,support,medoid_64_047,7ebd764bda85ba7bd5a7dbb947e6d371e9183444a47f1bb3a880511835abc845,47,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0003_e06,1,s01_p0003,s01_p0003_u06,packet_continuation,74329,1086,75415,3,support,medoid_64_043,344b37ba3a7f03a9376a9491201ab6dd0213c07027ac80f2f07082f1cd1a1dab,43,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0003_e07,1,s01_p0003,s01_p0003_u07,packet_continuation,76756,1086,77842,2,focus,medoid_64_043,344b37ba3a7f03a9376a9491201ab6dd0213c07027ac80f2f07082f1cd1a1dab,43,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0004_e00,1,s01_p0004,s01_p0004_u00,packet_start,74300,1086,75386,2,focus,medoid_64_043,344b37ba3a7f03a9376a9491201ab6dd0213c07027ac80f2f07082f1cd1a1dab,43,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0004_e01,1,s01_p0004,s01_p0004_u01,packet_continuation,76214,991,77205,3,support,medoid_64_006,04a83ce2c4c657286973b463109014dd241e77b6140e5ebf04f2198d460d8c66,6,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0004_e02,1,s01_p0004,s01_p0004_u02,packet_continuation,79226,991,80217,5,support,medoid_64_006,04a83ce2c4c657286973b463109014dd241e77b6140e5ebf04f2198d460d8c66,6,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0004_e03,1,s01_p0004,s01_p0004_u03,packet_continuation,81679,145,81824,6,support,medoid_64_025,097da61ace5659b608a4466cba50f2c1ad4e8ed01a6e22ab0ea9d2c1b9b9f97d,25,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0004_e04,1,s01_p0004,s01_p0004_u04,packet_continuation,84993,1038,86031,1,support,medoid_64_048,8b983e7e9a15167aa1827eb8fc1ef9bb5ae824c95ef85c8bf80645145a47a556,48,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0005_e00,1,s01_p0005,s01_p0005_u00,packet_start,91558,427,91985,5,support,medoid_64_031,22433c088a27db0467499ce5adbff39dfffe15c216dfc758bfad0fe72a67f7b9,31,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0005_e01,1,s01_p0005,s01_p0005_u01,packet_continuation,94037,427,94464,4,support,medoid_64_031,22433c088a27db0467499ce5adbff39dfffe15c216dfc758bfad0fe72a67f7b9,31,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0005_e02,1,s01_p0005,s01_p0005_u02,packet_continuation,97153,427,97580,6,support,medoid_64_031,22433c088a27db0467499ce5adbff39dfffe15c216dfc758bfad0fe72a67f7b9,31,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0005_e03,1,s01_p0005,s01_p0005_u03,packet_continuation,99664,427,100091,7,support,medoid_64_031,22433c088a27db0467499ce5adbff39dfffe15c216dfc758bfad0fe72a67f7b9,31,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0005_e04,1,s01_p0005,s01_p0005_u04,packet_continuation,102682,1399,104081,2,focus,medoid_64_039,658ad73aab6a09ebbba90fd12a2caa26ede9a8916621eca2170c1ebe9f2922a2,39,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0005_e05,1,s01_p0005,s01_p0005_u05,packet_continuation,105884,747,106631,1,support,residual_supplement_003,ffd7162140488bf9c62f33641de8fc42f026b3810a0a3763f1051bed62d0bf2d,67,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0006_e00,1,s01_p0006,s01_p0006_u00,packet_start,110079,747,110826,0,support,residual_supplement_003,ffd7162140488bf9c62f33641de8fc42f026b3810a0a3763f1051bed62d0bf2d,67,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0006_e01,1,s01_p0006,s01_p0006_u01,packet_continuation,112491,1399,113890,7,support,medoid_64_039,658ad73aab6a09ebbba90fd12a2caa26ede9a8916621eca2170c1ebe9f2922a2,39,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0006_e02,1,s01_p0006,s01_p0006_u02,packet_continuation,114835,679,115514,1,support,residual_supplement_018,7b43c403628a90370b1c0bde7ad05ca3e51183b8c26144243bc947212cf635cf,78,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0006_e03,1,s01_p0006,s01_p0006_u03,packet_continuation,116634,679,117313,3,support,residual_supplement_018,7b43c403628a90370b1c0bde7ad05ca3e51183b8c26144243bc947212cf635cf,78,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0006_e04,1,s01_p0006,s01_p0006_u04,packet_continuation,118898,145,119043,5,support,medoid_64_025,097da61ace5659b608a4466cba50f2c1ad4e8ed01a6e22ab0ea9d2c1b9b9f97d,25,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0006_e05,1,s01_p0006,s01_p0006_u05,packet_continuation,121069,145,121214,5,support,medoid_64_025,097da61ace5659b608a4466cba50f2c1ad4e8ed01a6e22ab0ea9d2c1b9b9f97d,25,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0007_e00,1,s01_p0007,s01_p0007_u00,packet_start,133423,145,133568,5,support,medoid_64_025,097da61ace5659b608a4466cba50f2c1ad4e8ed01a6e22ab0ea9d2c1b9b9f97d,25,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0007_e01,1,s01_p0007,s01_p0007_u01,packet_continuation,135824,145,135969,6,support,medoid_64_025,097da61ace5659b608a4466cba50f2c1ad4e8ed01a6e22ab0ea9d2c1b9b9f97d,25,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0007_e02,1,s01_p0007,s01_p0007_u02,packet_continuation,138803,300,139103,7,support,residual_supplement_016,442788a166eae3f89aa598caa96aa0cd370372905fe583c89de9bcce38e55eff,76,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0007_e03,1,s01_p0007,s01_p0007_u03,packet_continuation,142011,603,142614,0,support,medoid_64_055,f49074d8cd1c4785f05c16e179e95c89569acb6a01b60fb0844b014f2af777f4,55,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0007_e04,1,s01_p0007,s01_p0007_u04,packet_continuation,144898,550,145448,1,support,medoid_64_003,5b7f2124852b01d8683ff0cd9d016dce4d41e1638b3be7655878a25f12a4a552,3,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0007_e05,1,s01_p0007,s01_p0007_u05,packet_continuation,147915,1137,149052,2,focus,residual_supplement_011,9d193e4a32f512cd15a850527b9f1a43a624272220449841575e33a1227ee3f1,71,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0007_e06,1,s01_p0007,s01_p0007_u06,packet_continuation,150496,940,151436,3,support,medoid_64_026,7fc40b2dd049125efda3ce46f5c0c8e1ed6281c4589d977a2ee022c4d8c232a0,26,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0007_e07,1,s01_p0007,s01_p0007_u07,packet_continuation,152424,940,153364,4,support,medoid_64_026,7fc40b2dd049125efda3ce46f5c0c8e1ed6281c4589d977a2ee022c4d8c232a0,26,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0008_e00,1,s01_p0008,s01_p0008_u00,packet_start,153125,651,153776,4,support,residual_supplement_022,ca1e31d7d4ade9e7bd0eb8b946b10fea4cdd3c8a6e915e3020212086b1890221,82,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0008_e01,1,s01_p0008,s01_p0008_u01,packet_continuation,155210,1086,156296,5,support,medoid_64_043,344b37ba3a7f03a9376a9491201ab6dd0213c07027ac80f2f07082f1cd1a1dab,43,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0008_e02,1,s01_p0008,s01_p0008_u02,packet_continuation,157201,1086,158287,6,support,medoid_64_043,344b37ba3a7f03a9376a9491201ab6dd0213c07027ac80f2f07082f1cd1a1dab,43,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0008_e03,1,s01_p0008,s01_p0008_u03,packet_continuation,159981,1086,161067,7,support,medoid_64_043,344b37ba3a7f03a9376a9491201ab6dd0213c07027ac80f2f07082f1cd1a1dab,43,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0008_e04,1,s01_p0008,s01_p0008_u04,packet_continuation,163193,1086,164279,0,support,medoid_64_043,344b37ba3a7f03a9376a9491201ab6dd0213c07027ac80f2f07082f1cd1a1dab,43,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0008_e05,1,s01_p0008,s01_p0008_u05,packet_continuation,166372,1086,167458,1,support,medoid_64_043,344b37ba3a7f03a9376a9491201ab6dd0213c07027ac80f2f07082f1cd1a1dab,43,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0008_e06,1,s01_p0008,s01_p0008_u06,packet_continuation,169400,1086,170486,2,focus,medoid_64_043,344b37ba3a7f03a9376a9491201ab6dd0213c07027ac80f2f07082f1cd1a1dab,43,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0009_e00,1,s01_p0009,s01_p0009_u00,packet_start,173024,1086,174110,0,support,medoid_64_043,344b37ba3a7f03a9376a9491201ab6dd0213c07027ac80f2f07082f1cd1a1dab,43,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0010_e00,1,s01_p0010,s01_p0010_u00,packet_start,190081,1086,191167,0,support,medoid_64_043,344b37ba3a7f03a9376a9491201ab6dd0213c07027ac80f2f07082f1cd1a1dab,43,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0010_e01,1,s01_p0010,s01_p0010_u01,packet_continuation,192170,1086,193256,1,support,medoid_64_043,344b37ba3a7f03a9376a9491201ab6dd0213c07027ac80f2f07082f1cd1a1dab,43,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0010_e02,1,s01_p0010,s01_p0010_u02,packet_continuation,194677,1086,195763,2,focus,medoid_64_043,344b37ba3a7f03a9376a9491201ab6dd0213c07027ac80f2f07082f1cd1a1dab,43,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0010_e03,1,s01_p0010,s01_p0010_u03,packet_continuation,197683,1086,198769,3,support,medoid_64_043,344b37ba3a7f03a9376a9491201ab6dd0213c07027ac80f2f07082f1cd1a1dab,43,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0010_e04,1,s01_p0010,s01_p0010_u04,packet_continuation,200233,355,200588,4,support,residual_supplement_019,6315d9ed8bb5a603a0f67a6ea8e16a2145c6a4bb9a6301e772d9baa8b13a0e66,79,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0010_e05,1,s01_p0010,s01_p0010_u05,packet_continuation,203035,1185,204220,5,support,medoid_64_044,b3762268d07ba819efb09b05707c11143bf48361c7a4ea20e073d751d0028557,44,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0010_e06,1,s01_p0010,s01_p0010_u06,packet_continuation,206023,1185,207208,0,support,medoid_64_044,b3762268d07ba819efb09b05707c11143bf48361c7a4ea20e073d751d0028557,44,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0011_e00,1,s01_p0011,s01_p0011_u00,packet_start,215227,1185,216412,4,support,medoid_64_044,b3762268d07ba819efb09b05707c11143bf48361c7a4ea20e073d751d0028557,44,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0011_e01,1,s01_p0011,s01_p0011_u01,packet_continuation,218245,892,219137,5,support,medoid_64_051,ca6f400424aa0b7cf2ca9a947c7ec25efae670200d89deeab2d1fc790738fbf0,51,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0011_e02,1,s01_p0011,s01_p0011_u02,packet_continuation,220604,1300,221904,6,support,medoid_64_017,e65c0929634ee1941090b4c008735c046c3978a5b658a6d6279866f5b94de2a0,17,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0011_e03,1,s01_p0011,s01_p0011_u03,packet_continuation,223053,537,223590,7,support,residual_supplement_021,c168f3207f06d8f2ca803d591791a476ab0119f6437153b2963bd62602530915,81,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0011_e04,1,s01_p0011,s01_p0011_u04,packet_continuation,225486,300,225786,0,support,residual_supplement_016,442788a166eae3f89aa598caa96aa0cd370372905fe583c89de9bcce38e55eff,76,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0011_e05,1,s01_p0011,s01_p0011_u05,packet_continuation,227973,628,228601,1,support,residual_supplement_012,c430be70b316f7ea4c7c81589f4d259b1024e2330a93238e04fc77d1157a9ab5,72,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0011_e06,1,s01_p0011,s01_p0011_u06,packet_continuation,230035,628,230663,2,focus,residual_supplement_012,c430be70b316f7ea4c7c81589f4d259b1024e2330a93238e04fc77d1157a9ab5,72,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0011_e07,1,s01_p0011,s01_p0011_u07,packet_continuation,232665,603,233268,3,support,medoid_64_055,f49074d8cd1c4785f05c16e179e95c89569acb6a01b60fb0844b014f2af777f4,55,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0012_e00,1,s01_p0012,s01_p0012_u00,packet_start,231188,603,231791,4,support,medoid_64_055,f49074d8cd1c4785f05c16e179e95c89569acb6a01b60fb0844b014f2af777f4,55,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0012_e01,1,s01_p0012,s01_p0012_u01,packet_continuation,233966,603,234569,5,support,medoid_64_055,f49074d8cd1c4785f05c16e179e95c89569acb6a01b60fb0844b014f2af777f4,55,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0012_e02,1,s01_p0012,s01_p0012_u02,packet_continuation,235917,603,236520,6,support,medoid_64_055,f49074d8cd1c4785f05c16e179e95c89569acb6a01b60fb0844b014f2af777f4,55,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0012_e03,1,s01_p0012,s01_p0012_u03,packet_continuation,238958,1321,240279,7,support,medoid_64_004,cbdea081e9dc9c6395d934498936f1975003d74427ed65b34d23562bade72560,4,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0012_e04,1,s01_p0012,s01_p0012_u04,packet_continuation,242180,1321,243501,0,support,medoid_64_004,cbdea081e9dc9c6395d934498936f1975003d74427ed65b34d23562bade72560,4,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0013_e00,1,s01_p0013,s01_p0013_u00,packet_start,246951,1321,248272,2,focus,medoid_64_004,cbdea081e9dc9c6395d934498936f1975003d74427ed65b34d23562bade72560,4,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0013_e01,1,s01_p0013,s01_p0013_u01,packet_continuation,250023,1321,251344,4,support,medoid_64_004,cbdea081e9dc9c6395d934498936f1975003d74427ed65b34d23562bade72560,4,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0013_e02,1,s01_p0013,s01_p0013_u02,packet_continuation,252501,966,253467,4,support,medoid_64_008,7a3cec8c9efb327eb4f422aae42fff8dae3c32cb19f188cbb9c0c39f1e4aa38e,8,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0013_e03,1,s01_p0013,s01_p0013_u03,packet_continuation,255092,966,256058,6,support,medoid_64_008,7a3cec8c9efb327eb4f422aae42fff8dae3c32cb19f188cbb9c0c39f1e4aa38e,8,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0013_e04,1,s01_p0013,s01_p0013_u04,packet_continuation,258262,1303,259565,6,support,residual_supplement_002,7f6cc2553756f6ff54637b4a66ac99baccafcd7d69e81732f440f51a71086b9a,66,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0013_e05,1,s01_p0013,s01_p0013_u05,packet_continuation,260698,1303,262001,0,support,residual_supplement_002,7f6cc2553756f6ff54637b4a66ac99baccafcd7d69e81732f440f51a71086b9a,66,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0013_e06,1,s01_p0013,s01_p0013_u06,packet_continuation,263726,1283,265009,1,support,medoid_64_023,792ebd275e62bacf4f1aeebc4fc8f173566198a61d0d859a6f3e4325493a2fd9,23,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0014_e00,1,s01_p0014,s01_p0014_u00,packet_start,262168,1321,263489,1,support,medoid_64_004,cbdea081e9dc9c6395d934498936f1975003d74427ed65b34d23562bade72560,4,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0014_e01,1,s01_p0014,s01_p0014_u01,packet_continuation,264889,1321,266210,0,support,medoid_64_004,cbdea081e9dc9c6395d934498936f1975003d74427ed65b34d23562bade72560,4,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0014_e02,1,s01_p0014,s01_p0014_u02,packet_continuation,267545,1321,268866,1,support,medoid_64_004,cbdea081e9dc9c6395d934498936f1975003d74427ed65b34d23562bade72560,4,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0014_e03,1,s01_p0014,s01_p0014_u03,packet_continuation,269673,1321,270994,1,support,medoid_64_004,cbdea081e9dc9c6395d934498936f1975003d74427ed65b34d23562bade72560,4,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0014_e04,1,s01_p0014,s01_p0014_u04,packet_continuation,272070,1321,273391,0,support,medoid_64_004,cbdea081e9dc9c6395d934498936f1975003d74427ed65b34d23562bade72560,4,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0015_e00,1,s01_p0015,s01_p0015_u00,packet_start,279176,1321,280497,2,focus,medoid_64_004,cbdea081e9dc9c6395d934498936f1975003d74427ed65b34d23562bade72560,4,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0015_e01,1,s01_p0015,s01_p0015_u01,packet_continuation,280842,1321,282163,1,support,medoid_64_004,cbdea081e9dc9c6395d934498936f1975003d74427ed65b34d23562bade72560,4,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0015_e02,1,s01_p0015,s01_p0015_u02,packet_continuation,283361,1086,284447,4,support,medoid_64_043,344b37ba3a7f03a9376a9491201ab6dd0213c07027ac80f2f07082f1cd1a1dab,43,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0015_e03,1,s01_p0015,s01_p0015_u03,packet_continuation,286182,1086,287268,3,support,medoid_64_043,344b37ba3a7f03a9376a9491201ab6dd0213c07027ac80f2f07082f1cd1a1dab,43,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0015_e04,1,s01_p0015,s01_p0015_u04,packet_continuation,289376,794,290170,2,focus,medoid_64_042,2c80d0e47b6ce4b141806d270cd1d9f91d2082bbdaae9cc0a8d13e4d8383facc,42,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0015_e05,1,s01_p0015,s01_p0015_u05,packet_continuation,292199,1018,293217,3,support,medoid_64_049,0e2cdc28c1ffb21acc685901355d1b3cef7bd4f506651ee11d53d50013d3ead5,49,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0015_e06,1,s01_p0015,s01_p0015_u06,packet_continuation,294868,1018,295886,4,support,medoid_64_049,0e2cdc28c1ffb21acc685901355d1b3cef7bd4f506651ee11d53d50013d3ead5,49,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0016_e00,1,s01_p0016,s01_p0016_u00,packet_start,303892,1517,305409,1,support,medoid_64_012,82fcab7fc2e528c81cb2979b1aa5f70281946f608a38808e2c85cccd157f6af4,12,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0016_e01,1,s01_p0016,s01_p0016_u01,packet_continuation,306506,1517,308023,1,support,medoid_64_012,82fcab7fc2e528c81cb2979b1aa5f70281946f608a38808e2c85cccd157f6af4,12,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0016_e02,1,s01_p0016,s01_p0016_u02,packet_continuation,308829,603,309432,3,support,medoid_64_055,f49074d8cd1c4785f05c16e179e95c89569acb6a01b60fb0844b014f2af777f4,55,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0016_e03,1,s01_p0016,s01_p0016_u03,packet_continuation,311871,603,312474,2,focus,medoid_64_055,f49074d8cd1c4785f05c16e179e95c89569acb6a01b60fb0844b014f2af777f4,55,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0016_e04,1,s01_p0016,s01_p0016_u04,packet_continuation,314626,603,315229,3,support,medoid_64_055,f49074d8cd1c4785f05c16e179e95c89569acb6a01b60fb0844b014f2af777f4,55,exact_frozen_identity,1.0,provisional_identity_1_0
s01_p0016_e05,1,s01_p0016,s01_p0016_u05,packet_continuation,316577,261,316838,4,support,medoid_64_050,a512e401d22874cc127187416851e5ab3b4c6bcb11dacd66b4a295f6e38d1b63,50,exact_frozen_identity,1.0,provisional_identity_1_0
